0.1163 0.9772 -6.35 0.606 -6.8407e+26 3.69264e+25
0.10995 0.977806 -6.3662 0.469889 -6.8407e+26 3.69264e+25
0.103584 0.978276 -6.38152 0.333641 -6.83997e+26 3.69216e+25
0.0972023 0.97861 -6.39596 0.197235 -6.83924e+26 3.69132e+25
0.0908063 0.978807 -6.40953 0.0606487 -6.83851e+26 3.69012e+25
0.0843968 0.978867 -6.42222 -0.0761381 -6.83778e+26 3.68857e+25
0.0779746 0.978791 -6.43403 -0.213147 -6.83705e+26 3.68665e+25
0.0715405 0.978578 -6.44497 -0.350399 -6.83632e+26 3.68437e+25
0.0650956 0.978228 -6.45502 -0.487917 -6.83558e+26 3.68174e+25
0.0586406 0.97774 -6.46419 -0.625721 -6.83485e+26 3.67874e+25
0.0521764 0.977114 -6.47247 -0.763834 -6.83411e+26 3.67538e+25
0.0457039 0.97635 -6.47987 -0.902279 -6.83338e+26 3.67167e+25
0.039224 0.975448 -6.48636 -1.04108 -6.83264e+26 3.66759e+25
0.0327377 0.974407 -6.49196 -1.18025 -6.8319e+26 3.66315e+25
0.0262457 0.973227 -6.49665 -1.31983 -6.83115e+26 3.65835e+25
0.0197491 0.971907 -6.50042 -1.45982 -6.83041e+26 3.65318e+25
0.0132486 0.970447 -6.50328 -1.60027 -6.82966e+26 3.64766e+25
0.00674535 0.968847 -6.5052 -1.74118 -6.82892e+26 3.64177e+25
0.000240146 0.967106 -6.50619 -1.88259 -6.82816e+26 3.63551e+25
-0.00626604 0.965223 -6.50622 -2.02452 -6.82741e+26 3.62889e+25
-0.0127723 0.963198 -6.5053 -2.167 -6.82665e+26 3.6219e+25
