0.1163 0.9772 -6.35 0.606 -6.8407e+26 3.69264e+25
0.0528 0.98326 -6.51199 -0.755105 -6.8407e+26 3.69264e+25
-0.0774398 0.968158 -6.65882 -3.48936 -6.76768e+26 3.69482e+25
-0.210616 0.898371 -6.43442 -6.29482 -6.4747e+26 3.64444e+25
-0.339304 0.772474 -5.72268 -9.33069 -6.172e+26 3.46237e+25
-0.453758 0.585861 -4.22278 -12.7454 -5.81856e+26 3.16586e+25
-0.538214 0.330952 -1.26229 -16.5678 -5.31493e+26 2.78059e+25
-0.563459 -0.000404144 4.40291 -20.0514 -4.3032e+26 2.37081e+25
-0.475401 -0.401432 12.7652 -20.0454 -1.48518e+26 2.11428e+25
-0.220097 -0.80234 18.0047 -15.6212 4.1231e+26 2.33476e+25
0.139996 -1.11476 19.0193 -11.9223 7.43753e+26 3.12186e+25
0.520383 -1.35321 18.7573 -9.83543 7.9897e+26 4.2158e+25
0.895528 -1.54992 18.3039 -8.65653 7.92632e+26 5.44018e+25
1.26161 -1.72305 17.8894 -7.9391 7.81292e+26 6.71677e+25
1.61939 -1.88183 17.5455 -7.4694 7.72594e+26 8.01324e+25
1.9703 -2.03122 17.2645 -7.14291 7.665e+26 9.31582e+25
2.31559 -2.17408 17.0337 -6.90494 7.62223e+26 1.06184e+26
2.65627 -2.31217 16.8418 -6.72481 7.59154e+26 1.19183e+26
2.9931 -2.44667 16.6804 -6.58426 7.56895e+26 1.32143e+26
3.32671 -2.57836 16.5428 -6.47183 7.55191e+26 1.45059e+26
3.65757 -2.70779 16.4244 -6.38002 7.53877e+26 1.57932e+26
