0.9772 0 0.101305 0 -6.8407e+26 3.69264e+25
0.0527616 0.982935 -6.35773 0.541082 -6.83791e+26 3.69359e+25
-0.0108577 0.988025 -6.36618 0.476971 -6.80621e+26 3.70761e+25
-0.0745642 0.992478 -6.37519 0.413656 -6.74651e+26 3.73459e+25
-0.138363 0.996301 -6.38458 0.351099 -6.66051e+26 3.77432e+25
-0.202257 0.999503 -6.39423 0.289243 -6.5506e+26 3.82647e+25
-0.266248 1.00209 -6.40402 0.228008 -6.41964e+26 3.89061e+25
-0.330337 1.00406 -6.41383 0.167305 -6.27082e+26 3.96624e+25
-0.394523 1.00544 -6.4236 0.107036 -6.10744e+26 4.05277e+25
-0.458807 1.00621 -6.43327 0.0471024 -5.93273e+26 4.14959e+25
-0.523188 1.00638 -6.44283 -0.0125926 -5.74977e+26 4.25607e+25
-0.587663 1.00596 -6.45226 -0.0721382 -5.56134e+26 4.37156e+25
-0.652232 1.00494 -6.46157 -0.131615 -5.36989e+26 4.49543e+25
-0.716893 1.00332 -6.47079 -0.191094 -5.1775e+26 4.62707e+25
-0.781647 1.00111 -6.47995 -0.250634 -4.98592e+26 4.76589e+25
-0.846492 0.998309 -6.48909 -0.310287 -4.79654e+26 4.91134e+25
-0.911428 0.994907 -6.49825 -0.370093 -4.61045e+26 5.06291e+25
-0.976457 0.990906 -6.50747 -0.430085 -4.42848e+26 5.22012e+25
-1.04158 0.986304 -6.5168 -0.490289 -4.25123e+26 5.38256e+25
-1.10679 0.981099 -6.52629 -0.550722 -4.0791e+26 5.54981e+25
-1.1721 0.975288 -6.53596 -0.611401 -3.91235e+26 5.72153e+25
