0.1163 0.9772 -6.35 0.606 -6.8407e+26 3.69264e+25
0.0528 0.98326 -6.51199 -0.755105 -6.8407e+26 3.69264e+25
-0.0123199 0.975709 -6.5854 -2.12223 -6.76768e+26 3.69482e+25
-0.0781739 0.954487 -6.5678 -3.51628 -6.69486e+26 3.66146e+25
-0.143852 0.919324 -6.44966 -4.95881 -6.62065e+26 3.59353e+25
-0.208348 0.869736 -6.21264 -6.47351 -6.54324e+26 3.49157e+25
-0.270475 0.805001 -5.82601 -8.08748 -6.46032e+26 3.35586e+25
-0.328735 0.724126 -5.23976 -9.83229 -6.3685e+26 3.18656e+25
-0.381133 0.625803 -4.3721 -11.7436 -6.26215e+26 2.98404e+25
-0.424854 0.508367 -3.08602 -13.8552 -6.13045e+26 2.74943e+25
-0.455714 0.369815 -1.14667 -16.1758 -5.9492e+26 2.486e+25
-0.46718 0.208057 1.84591 -18.6043 -5.65548e+26 2.20219e+25
-0.448721 0.0220138 6.48236 -20.6691 -5.06437e+26 1.91899e+25
-0.383898 -0.184678 13.0514 -20.9914 -3.6345e+26 1.68577e+25
-0.253384 -0.394592 19.6429 -17.8205 -3.65175e+25 1.59852e+25
-0.0569553 -0.572797 22.9046 -12.7411 4.09862e+26 1.75962e+25
0.17209 -0.700208 23.301 -8.75444 6.74025e+26 2.15991e+25
0.4051 -0.787752 22.6916 -6.27496 7.50595e+26 2.70559e+25
0.632016 -0.850502 21.9179 -4.77047 7.60137e+26 3.32384e+25
0.851195 -0.898206 21.2127 -3.82152 7.54259e+26 3.97604e+25
1.06332 -0.936422 20.6164 -3.1923 7.46614e+26 4.64334e+25
