-0.016956 0.988524 -6.34151 0.472592 -6.8407e+26 3.69264e+25
0.115665 0.977261 -6.34994 0.605365 -6.84087e+26 3.69259e+25
0.11503 0.977321 -6.34988 0.60473 -6.84103e+26 3.69253e+25
0.114395 0.977382 -6.34982 0.604095 -6.84119e+26 3.69248e+25
0.11376 0.977442 -6.34976 0.603459 -6.84135e+26 3.69243e+25
0.113125 0.977502 -6.3497 0.602824 -6.8415e+26 3.69238e+25
0.11249 0.977562 -6.34965 0.602189 -6.84165e+26 3.69233e+25
0.111855 0.977623 -6.34959 0.601554 -6.8418e+26 3.69228e+25
0.11122 0.977683 -6.34953 0.600919 -6.84195e+26 3.69224e+25
0.110585 0.977743 -6.34947 0.600284 -6.84209e+26 3.69219e+25
0.10995 0.977803 -6.34941 0.599649 -6.84223e+26 3.69215e+25
0.109315 0.977863 -6.34935 0.599014 -6.84236e+26 3.69211e+25
0.10868 0.977923 -6.34929 0.598379 -6.8425e+26 3.69207e+25
0.108045 0.977982 -6.34924 0.597743 -6.84263e+26 3.69203e+25
0.107411 0.978042 -6.34918 0.597108 -6.84276e+26 3.69199e+25
0.106776 0.978102 -6.34912 0.596473 -6.84288e+26 3.69195e+25
0.106141 0.978161 -6.34906 0.595838 -6.843e+26 3.69192e+25
0.105506 0.978221 -6.349 0.595203 -6.84312e+26 3.69188e+25
0.104871 0.978281 -6.34894 0.594568 -6.84324e+26 3.69185e+25
0.104236 0.97834 -6.34889 0.593933 -6.84335e+26 3.69182e+25
0.103601 0.978399 -6.34883 0.593298 -6.84346e+26 3.69179e+25
