0.1163 0.9772 -6.35 0.606 -6.8407e+26 3.69264e+25
0.115665 0.977261 -6.35162 0.592389 -6.8407e+26 3.69264e+25
0.114395 0.977379 -6.35484 0.565164 -6.8407e+26 3.69259e+25
0.113124 0.977492 -6.35803 0.537933 -6.84067e+26 3.69247e+25
0.111852 0.9776 -6.36118 0.510696 -6.84064e+26 3.69234e+25
0.11058 0.977702 -6.3643 0.483453 -6.84061e+26 3.6922e+25
0.109307 0.977799 -6.36738 0.456204 -6.84058e+26 3.69204e+25
0.108034 0.97789 -6.37043 0.428948 -6.84055e+26 3.69187e+25
0.106759 0.977976 -6.37344 0.401685 -6.84052e+26 3.69168e+25
0.105485 0.978056 -6.37642 0.374415 -6.84049e+26 3.69148e+25
0.104209 0.978131 -6.37936 0.347139 -6.84046e+26 3.69126e+25
0.102934 0.9782 -6.38226 0.319855 -6.84043e+26 3.69103e+25
0.101657 0.978264 -6.38514 0.292564 -6.8404e+26 3.69078e+25
0.10038 0.978323 -6.38797 0.265265 -6.84037e+26 3.69052e+25
0.0991025 0.978376 -6.39077 0.237959 -6.84034e+26 3.69025e+25
0.0978244 0.978423 -6.39354 0.210645 -6.84032e+26 3.68996e+25
0.0965457 0.978465 -6.39627 0.183322 -6.84029e+26 3.68966e+25
0.0952664 0.978502 -6.39897 0.155992 -6.84026e+26 3.68934e+25
0.0939866 0.978533 -6.40163 0.128653 -6.84023e+26 3.68901e+25
0.0927063 0.978559 -6.40426 0.101305 -6.8402e+26 3.68867e+25
0.0914254 0.978579 -6.40685 0.0739491 -6.84017e+26 3.68831e+25
